Text,Block1Type,Block1Stim,Block1Corr,Block2Type,Block2Stim,Block2Corr,Block3Type,Block3Stim,Block3Corr,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Block1_loop.thisRepN,Block1_loop.thisTrialN,Block1_loop.thisN,Block1_loop.thisIndex,Block2_loop.thisRepN,Block2_loop.thisTrialN,Block2_loop.thisN,Block2_loop.thisIndex,Block3_loop.thisRepN,Block3_loop.thisTrialN,Block3_loop.thisN,Block3_loop.thisIndex,welcome_text1.started,welcome_text1.stopped,welcome_text2.started,welcome_text2.stopped,welcome_text3.started,welcome_text3.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,instruct_text1.started,instruct_text1.stopped,instruct_text2.started,instruct_text2.stopped,instruct_resp1.keys,instruct_resp1.rt,instruct_resp1.started,instruct_resp1.stopped,start_text1.started,start_text1.stopped,start_text2.started,start_text2.stopped,start_resp1.keys,start_resp1.rt,start_resp1.started,start_resp1.stopped,image1.started,image1.stopped,text1.started,text1.stopped,key_resp1.keys,key_resp1.corr,key_resp1.rt,key_resp1.started,key_resp1.stopped,trialCorrect,feedback_text1.started,feedback_text1.stopped,break_text1.started,break_text1.stopped,break_resp1.keys,break_resp1.rt,break_resp1.started,break_resp1.stopped,start_text3.started,start_text3.stopped,start_text4.started,start_text4.stopped,start_resp2.keys,start_resp2.rt,start_resp2.started,start_resp2.stopped,image2.started,image2.stopped,text2.started,text2.stopped,key_resp2.keys,key_resp2.corr,key_resp2.rt,key_resp2.started,key_resp2.stopped,feedback_text2.started,feedback_text2.stopped,break_text2.started,break_text2.stopped,break_resp2.keys,break_resp2.rt,break_resp2.started,break_resp2.stopped,start_text5.started,start_text5.stopped,start_text6.started,start_text6.stopped,start_resp3.keys,start_resp3.rt,start_resp3.started,start_resp3.stopped,image3.started,image3.stopped,text3.started,text3.stopped,key_resp3.keys,key_resp3.corr,key_resp3.rt,key_resp3.started,key_resp3.stopped,feedback_text3.started,feedback_text3.stopped,end_text1.started,end_text1.stopped,end_text2.started,end_text2.stopped,end_resp.keys,end_resp.rt,end_resp.started,end_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,Cond,stimuli/Small/10.jpg,right,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.30844390002312,None,163.30844390002312,None,left,0,14.938887199969031,163.30844390002312,None,0,178.2897968000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/25.jpg,left,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.06961000000592,None,179.06961000000592,None,left,1,1.4192743999883533,179.06961000000592,None,1,180.52707609999925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/30.jpg,right,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.37025560002076,None,181.37025560002076,None,right,1,1.658975799975451,181.37025560002076,None,1,183.0599474000046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/42.jpg,right,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.84494069998618,None,183.84494069998618,None,left,0,3.3140195999876596,183.84494069998618,None,0,187.1985947000212,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/4.jpg,left,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.98283649998484,None,187.98283649998484,None,right,0,1.9561063000001013,187.98283649998484,None,0,189.96577399998205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/44.jpg,right,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.76661839999724,None,190.76661839999724,None,right,1,6.962491100013722,190.76661839999724,None,1,197.77298880001763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/39.jpg,left,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.57088239997393,None,198.57088239997393,None,right,0,3.0978994999895804,198.57088239997393,None,0,201.71149180002976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/34.jpg,right,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.47858509997604,None,202.47858509997604,None,left,0,10.730080800014548,202.47858509997604,None,0,213.23245429998497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/13.jpg,left,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.02838009997504,None,214.02838009997504,None,left,1,3.250697399955243,214.02838009997504,None,1,217.3183220999781,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/6.jpg,right,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.1065977999824,None,218.1065977999824,None,right,1,2.432407599990256,218.1065977999824,None,1,220.5691018999787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/24.jpg,right,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.38128789997427,None,221.38128789997427,None,right,1,2.5378954999614507,221.38128789997427,None,1,223.9381758000236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/20.jpg,left,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.72289289999753,None,224.72289289999753,None,left,1,2.826056800025981,224.72289289999753,None,1,227.57017000002088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/33.jpg,right,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.33812149998266,None,228.33812149998266,None,right,1,0.8316689999774098,228.33812149998266,None,1,229.1907809000113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/2.jpg,left,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.01189460000023,None,230.01189460000023,None,left,1,2.927968100004364,230.01189460000023,None,1,232.962612000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/41.jpg,right,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.74438119999832,None,233.74438119999832,None,right,1,1.7860052000032738,233.74438119999832,None,1,235.5606311999727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/56.jpg,left,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.33710940001765,None,236.33710940001765,None,left,1,3.9630139999790117,236.33710940001765,None,1,240.33394059998682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/57.jpg,right,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.13255809998373,None,241.13255809998373,None,left,0,2.1275558000197634,241.13255809998373,None,0,243.30391630000668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/58.jpg,right,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.07146910001757,None,244.07146910001757,None,right,1,6.248597299971152,244.07146910001757,None,1,250.35832960001426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/58.jpg,left,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.12452279997524,None,251.12452279997524,None,left,1,5.785375999985263,251.12452279997524,None,1,256.9435866000131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/20.jpg,right,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.76725019997684,None,257.76725019997684,None,right,1,1.1726521999808028,257.76725019997684,None,1,258.9616288000252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/29.jpg,left,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.7481920000282,None,259.7481920000282,None,left,1,4.971432099991944,259.7481920000282,None,1,264.74923040001886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/46.jpg,right,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.564870400005,None,265.564870400005,None,right,1,1.086367700016126,265.564870400005,None,1,266.6819537000265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/10.jpg,left,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.4588034999906,None,267.4588034999906,None,left,1,2.6921437000273727,267.4588034999906,None,1,270.1715916999965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/50.jpg,left,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.9510983999935,None,270.9510983999935,None,left,1,2.1401150000165217,270.9510983999935,None,1,273.12230370001635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/19.jpg,right,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.90696759999264,None,273.90696759999264,None,left,0,1.3338991000200622,273.90696759999264,None,0,275.29256420000456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/28.jpg,left,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.05806429998484,None,276.05806429998484,None,left,1,5.472875299979933,276.05806429998484,None,1,281.5790798999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/35.jpg,left,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.3489178000018,None,282.3489178000018,None,left,1,2.3522413999889977,282.3489178000018,None,1,284.7292956999736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/39.jpg,left,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.518876200018,None,285.518876200018,None,left,1,2.422104900004342,285.518876200018,None,1,287.96673310000915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/42.jpg,right,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.7460671000299,None,288.7460671000299,None,right,1,0.7950274999602698,288.7460671000299,None,1,289.5664284999948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/31.jpg,right,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.3645701999776,None,290.3645701999776,None,right,1,0.8284980000462383,290.3645701999776,None,1,291.2194441999891,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/25.jpg,left,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0108717000112,None,292.0108717000112,None,left,1,1.0604610000154935,292.0108717000112,None,1,293.10223249997944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/9.jpg,right,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.89378749998286,None,293.89378749998286,None,right,1,11.337332999974024,293.89378749998286,None,1,305.25930309999967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/9.jpg,left,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0494278999977,None,306.0494278999977,None,left,1,1.8825739999883808,306.0494278999977,None,1,307.96264209999936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/23.jpg,left,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.7470836000284,None,308.7470836000284,None,left,1,5.964880999992602,308.7470836000284,None,1,314.73447969998233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/54.jpg,left,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.5178912000265,None,315.5178912000265,None,left,1,3.4638477999833412,315.5178912000265,None,1,319.00269240001217,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/43.jpg,right,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.78968669997994,None,319.78968669997994,None,left,0,1.4427927000215277,319.78968669997994,None,0,321.27024420001544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/22.jpg,right,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0605507,None,322.0605507,None,right,1,1.751559600001201,322.0605507,None,1,323.85799350001616,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/43.jpg,right,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6653181000147,None,324.6653181000147,None,right,1,1.0965365000301972,324.6653181000147,None,1,325.7911065000226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Cond,stimuli/Small/36.jpg,left,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.58641240000725,None,326.58641240000725,None,left,1,1.4857005000230856,326.58641240000725,None,1,328.09286039997824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix2,stimuli/Dangerous/38.jpg,right,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.8779259999865,None,328.8779259999865,None,right,1,1.6540263999486342,328.8779259999865,None,1,330.56165280001005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
,Fix1,stimuli/School/18.jpg,left,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.33806719997665,None,331.33806719997665,None,left,1,5.864216199959628,331.33806719997665,None,1,337.23258940002415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.L,001,2021_Feb_24_1343,cal_abstract,2020.2.10,59.859485846139094,
